Location,Bedroom,Total_Sqft,Bathroom,Price,Price/Sqft
Sarjapur  Road,3,1691.0,3.0,12000000,7096.39
Sarjapur  Road,3,1929.0,3.0,10300000,5339.55
Sarjapur  Road,2,1308.0,2.0,7500000,5733.94
Sarjapur  Road,3,1580.0,3.0,12500000,7911.39
Sarjapur  Road,3,1797.0,4.0,9500000,5286.59
Sarjapur  Road,3,1763.25,3.0,9800000,5557.92
Sarjapur  Road,3,1826.0,3.0,13000000,7119.39
Sarjapur  Road,3,1550.0,2.0,9800000,6322.58
Sarjapur  Road,2,1145.0,2.0,4950000,4323.14
Sarjapur  Road,3,1450.0,2.0,7500000,5172.41
Sarjapur  Road,3,1819.0,3.0,10000000,5497.53
Sarjapur  Road,2,984.0,2.0,5900000,5995.93
Sarjapur  Road,3,1489.0,3.0,8800000,5910.01
Sarjapur  Road,1,702.0,1.0,5200000,7407.41
Sarjapur  Road,2,1242.0,2.0,7500000,6038.65
Sarjapur  Road,3,2275.0,4.0,18500000,8131.87
Sarjapur  Road,3,2100.0,3.0,13500000,6428.57
Sarjapur  Road,3,1700.0,3.0,9350000,5500.0
Sarjapur  Road,3,1862.0,4.0,11000000,5907.63
Sarjapur  Road,3,2275.0,4.0,17500000,7692.31
Sarjapur  Road,3,1787.0,3.0,11600000,6491.33
Sarjapur  Road,3,1691.0,3.0,9301000,5500.3
Sarjapur  Road,2,1028.0,2.0,5600000,5447.47
Sarjapur  Road,4,4395.0,4.0,24200000,5506.26
Sarjapur  Road,3,1181.0,2.0,6500000,5503.81
Sarjapur  Road,3,1691.0,3.0,10000000,5913.66
Sarjapur  Road,2,1026.0,2.0,6055000,5901.56
Sarjapur  Road,2,1350.0,2.0,8500000,6296.3
Sarjapur  Road,3,1157.0,2.0,7200000,6222.99
Sarjapur  Road,2,1019.0,2.0,6200000,6084.4
Sarjapur  Road,4,3418.0,3.0,23500000,6875.37
Sarjapur  Road,1,691.0,1.0,3110000,4500.72
Sarjapur  Road,2,994.0,2.0,4500000,4527.16
Sarjapur  Road,4,3913.0,5.0,17600000,4497.83
Sarjapur  Road,2,1130.0,2.0,5500000,4867.26
Sarjapur  Road,3,1881.0,3.0,14500000,7708.67
Sarjapur  Road,3,2275.0,4.0,18200000,8000.0
Sarjapur  Road,3,1525.0,2.0,6500000,4262.3
Sarjapur  Road,2,1346.0,2.0,6738000,5005.94
Sarjapur  Road,3,1881.0,3.0,14500000,7708.67
Sarjapur  Road,2,1045.0,2.0,4215000,4033.49
Sarjapur  Road,4,2880.0,3.0,21100000,7326.39
Sarjapur  Road,2,984.0,2.0,4591000,4665.65
Sarjapur  Road,1,675.0,1.0,2700000,4000.0
Sarjapur  Road,2,1346.0,2.0,7403000,5500.0
Sarjapur  Road,3,1691.0,3.0,11900000,7037.26
Sarjapur  Road,2,1335.0,2.0,9500000,7116.1
Sarjapur  Road,3,1525.0,2.0,6300000,4131.15
Sarjapur  Road,3,1680.0,3.0,12600000,7500.0
Sarjapur  Road,3,1222.0,2.0,6800000,5564.65
Sarjapur  Road,4,3420.0,4.0,22500000,6578.95
Sarjapur  Road,3,1510.0,2.0,11000000,7284.77
Sarjapur  Road,2,1242.0,2.0,7800000,6280.19
Sarjapur  Road,3,1665.0,3.0,7493000,4500.3
Sarjapur  Road,2,1129.0,2.0,6900000,6111.6
Sarjapur  Road,3,1850.0,3.0,14000000,7567.57
Sarjapur  Road,2,1113.0,2.0,4450000,3998.2
Sarjapur  Road,3,1879.0,3.0,15500000,8249.07
Sarjapur  Road,3,1157.0,2.0,7500000,6482.28
Sarjapur  Road,4,2425.0,5.0,17500000,7216.49
Sarjapur  Road,2,1323.0,2.0,7400000,5593.35
Sarjapur  Road,3,2289.0,3.0,17800000,7776.32
Sarjapur  Road,3,1505.0,2.0,6000000,3986.71
Sarjapur  Road,3,1314.0,2.0,7044000,5360.73
Sarjapur  Road,3,2100.0,3.0,13000000,6190.48
Sarjapur  Road,1,702.0,1.0,3579999,5099.71
Sarjapur  Road,2,1115.0,2.0,5000000,4484.3
Sarjapur  Road,3,1800.0,3.0,12800000,7111.11
Sarjapur  Road,3,2275.0,4.0,18700000,8219.78
Sarjapur  Road,3,1270.0,2.0,5400000,4251.97
Sarjapur  Road,2,1026.0,2.0,6080000,5925.93
Sarjapur  Road,2,1025.0,2.0,4550000,4439.02
Sarjapur  Road,2,1216.0,2.0,7000000,5756.58
Sarjapur  Road,2,1112.0,2.0,6200000,5575.54
Sarjapur  Road,2,1273.0,2.0,6000000,4713.28
Sarjapur  Road,3,1157.0,2.0,6900000,5963.7
Sarjapur  Road,2,1000.0,2.0,4000000,4000.0
Sarjapur  Road,2,1026.0,2.0,6080000,5925.93
Sarjapur  Road,2,1150.0,2.0,4850000,4217.39
Sarjapur  Road,3,1600.0,3.0,12000000,7500.0
Sarjapur  Road,2,1370.0,2.0,7000000,5109.49
Sarjapur  Road,2,1346.0,2.0,7403000,5500.0
Sarjapur  Road,1,475.0,1.0,2600000,5473.68
Sarjapur  Road,2,1197.0,2.0,5686000,4750.21
Sarjapur  Road,4,3040.0,4.0,13500000,4440.79
Sarjapur  Road,3,1660.0,2.0,11600000,6987.95
Sarjapur  Road,2,1194.0,2.0,5700000,4773.87
Sarjapur  Road,2,984.0,2.0,4575000,4649.39
Sarjapur  Road,2,1346.0,2.0,6961000,5171.62
Sarjapur  Road,3,2089.0,3.0,14800000,7084.73
Sarjapur  Road,3,1612.0,3.0,9838000,6102.98
Sarjapur  Road,2,1290.0,2.0,8800000,6821.71
Sarjapur  Road,2,1371.0,2.0,8600000,6272.79
Sarjapur  Road,3,2140.0,3.0,13900000,6495.33
Sarjapur  Road,2,1044.0,2.0,5500000,5268.2
Sarjapur  Road,3,1600.0,3.0,8500000,5312.5
Sarjapur  Road,3,2180.0,4.0,18000000,8256.88
Sarjapur  Road,3,1691.0,3.0,11900000,7037.26
Sarjapur  Road,3,2206.0,4.0,18000000,8159.56
Sarjapur  Road,2,1309.0,2.0,6950000,5309.4
Sarjapur  Road,3,1691.0,3.0,10000000,5913.66
Sarjapur  Road,2,1367.0,2.0,8000000,5852.23
Sarjapur  Road,3,1565.0,3.0,7800000,4984.03
Sarjapur  Road,4,4395.0,4.0,24200000,5506.26
Sarjapur  Road,3,1984.0,4.0,14800000,7459.68
Sarjapur  Road,2,1035.0,2.0,4700000,4541.06
Sarjapur  Road,2,1346.0,2.0,7403000,5500.0
Sarjapur  Road,2,1115.0,2.0,5000000,4484.3
Sarjapur  Road,2,1112.0,2.0,5800000,5215.83
Sarjapur  Road,2,1340.0,2.0,7500000,5597.01
Sarjapur  Road,3,3500.0,3.0,27500000,7857.14
Sarjapur  Road,3,1850.0,3.0,8900000,4810.81
Sarjapur  Road,2,1132.0,2.0,7000000,6183.75
Sarjapur  Road,3,1380.0,2.0,5500000,3985.51
Sarjapur  Road,4,2425.0,5.0,19500000,8041.24
Sarjapura - Attibele Road,3,1330.0,2.0,4800000,3609.02
Sarjapura - Attibele Road,3,1329.0,2.0,4595000,3457.49
Sarjapura - Attibele Road,2,829.0,2.0,2280000,2750.3
Sarjapura - Attibele Road,3,2400.0,3.0,8500000,3541.67
Sarjapura - Attibele Road,2,1033.0,2.0,2841000,2750.24
Sarjapura - Attibele Road,3,1676.0,3.0,5200000,3102.63
Sarjapura - Attibele Road,3,1800.0,3.0,9000000,5000.0
Sarjapura - Attibele Road,2,1308.0,2.0,3700000,2828.75
Sarjapura - Attibele Road,2,1073.0,2.0,3177000,2960.86
Sarjapura - Attibele Road,3,1330.0,2.0,4900000,3684.21
Sarjapura - Attibele Road,2,1090.0,2.0,3700000,3394.5
Sarjapura - Attibele Road,2,1126.0,2.0,3600000,3197.16
Sarjapura - Attibele Road,1,740.0,1.0,2365000,3195.95
Sarjapura - Attibele Road,3,1555.0,3.0,5200000,3344.05
Sector 1 HSR Layout,3,1840.0,3.0,15500000,8423.91
Sector 1 HSR Layout,3,1533.0,3.0,15000000,9784.74
Sector 1 HSR Layout,2,600.0,2.0,12000000,20000.0
Sector 1 HSR Layout,1,6000.0,1.0,27600000,4600.0
Sector 1 HSR Layout,3,1804.0,3.0,15000000,8314.86
Sector 1 HSR Layout,3,1720.0,3.0,8300000,4825.58
Sector 1 HSR Layout,3,1684.0,3.0,8600000,5106.89
Sector 2 HSR Layout,2,1296.0,2.0,7500000,5787.04
Sector 2 HSR Layout,1,794.0,1.0,6000000,7556.68
Sector 2 HSR Layout,2,1143.0,2.0,6500000,5686.79
Sector 2 HSR Layout,3,1665.0,3.0,11000000,6606.61
Sector 2 HSR Layout,3,1512.0,3.0,8000000,5291.01
Sector 2 HSR Layout,2,1332.0,2.0,10100000,7582.58
Sector 2 HSR Layout,3,1600.0,3.0,9000000,5625.0
Sector 2 HSR Layout,2,1231.0,2.0,6600000,5361.49
Sector 7 HSR Layout,4,3000.0,5.0,27500000,9166.67
Sector 7 HSR Layout,2,1163.0,2.0,9886000,8500.43
Sector 7 HSR Layout,3,1760.0,3.0,14500000,8238.64
Sector 7 HSR Layout,3,3900.0,3.0,30000000,7692.31
Sector 7 HSR Layout,2,1163.0,2.0,9886000,8500.43
Sector 7 HSR Layout,2,1342.0,2.0,11500000,8569.3
Sector 7 HSR Layout,3,1760.0,3.0,16000000,9090.91
Sector 7 HSR Layout,3,1760.0,3.0,14200000,8068.18
Sector 7 HSR Layout,3,2400.0,2.0,19500000,8125.0
Sector 7 HSR Layout,3,1760.0,3.0,18500000,10511.36
Sector 7 HSR Layout,2,1162.0,2.0,9877000,8500.0
Seegehalli,2,901.0,2.0,3514000,3900.11
Seegehalli,3,1150.0,2.0,4290000,3730.43
Seegehalli,2,800.0,1.0,5000000,6250.0
Seegehalli,3,1525.0,3.0,6500000,4262.3
Seegehalli,2,1118.0,2.0,3750000,3354.2
Seegehalli,3,1200.0,2.0,6200000,5166.67
Seegehalli,2,1155.0,2.0,7200000,6233.77
Seegehalli,3,1830.0,4.0,8200000,4480.87
Seegehalli,3,4000.0,3.0,23500000,5875.0
Seegehalli,4,3000.0,5.0,15000000,5000.0
Seegehalli,4,2800.0,4.0,14000000,5000.0
Seegehalli,2,1096.0,2.0,4100000,3740.88
Seegehalli,3,1420.0,2.0,4600000,3239.44
Seegehalli,2,920.0,2.0,2700000,2934.78
Seegehalli,3,1553.0,3.0,6800000,4378.62
Seegehalli,3,1639.0,3.0,12000000,7321.54
Seegehalli,3,3000.0,4.0,23500000,7833.33
Seegehalli,2,1134.0,2.0,4500000,3968.25
Seegehalli,3,1683.0,3.0,8000000,4753.42
Seegehalli,2,1176.0,2.0,5000000,4251.7
Seegehalli,3,3000.0,4.0,24000000,8000.0
Shampura,4,2650.0,4.0,15000000,5660.38
Shampura,2,1200.0,2.0,5300000,4416.67
Shampura,2,700.0,1.0,3500000,5000.0
Shampura,3,1400.0,3.0,7000000,5000.0
Shampura,3,1475.0,3.0,7800000,5288.14
Shampura,3,1700.0,3.0,7500000,4411.76
Shivaji Nagar,2,850.0,2.0,5500000,6470.59
Shivaji Nagar,2,1554.0,3.0,13000000,8365.51
Shivaji Nagar,1,3820.0,1.0,30600000,8010.47
Shivaji Nagar,2,703.0,2.0,4950000,7041.25
Shivaji Nagar,3,1460.0,2.0,9000000,6164.38
Shivaji Nagar,2,600.0,1.0,6500000,10833.33
Singasandra,3,1440.0,2.0,6500000,4513.89
Singasandra,2,1030.0,2.0,5500000,5339.81
Singasandra,2,1100.0,2.0,5200000,4727.27
Singasandra,3,1306.0,2.0,5800000,4441.04
Singasandra,2,1300.0,2.0,6500000,5000.0
Singasandra,4,3126.0,4.0,12000000,3838.77
Singasandra,3,1464.0,3.0,5600000,3825.14
Singasandra,2,1010.0,2.0,4000000,3960.4
Singasandra,2,1375.0,2.0,5800000,4218.18
Singasandra,2,1120.0,2.0,6000000,5357.14
Singasandra,3,1510.0,3.0,7500000,4966.89
Singasandra,2,1179.0,2.0,5600000,4749.79
Singasandra,2,1416.0,2.0,6700000,4731.64
Singasandra,3,1476.0,2.0,7300000,4945.8
Singasandra,2,1139.7,2.0,4500000,3948.41
Singasandra,2,1465.0,2.0,6000000,4095.56
Singasandra,3,1464.0,3.0,5600000,3825.14
Singasandra,3,1653.0,3.0,8500000,5142.17
Somasundara Palya,2,1255.0,2.0,6700000,5338.65
Somasundara Palya,2,1448.0,2.0,6800000,4696.13
Somasundara Palya,3,1570.0,3.0,6800000,4331.21
Somasundara Palya,2,1178.0,2.0,7300000,6196.94
Somasundara Palya,2,1260.0,2.0,6000000,4761.9
Somasundara Palya,2,1033.0,2.0,4800000,4646.66
Somasundara Palya,2,1329.0,2.0,7000000,5267.12
Somasundara Palya,3,2372.0,3.0,14000000,5902.19
Somasundara Palya,2,1185.0,2.0,7000000,5907.17
Somasundara Palya,3,1575.0,3.0,6800000,4317.46
Somasundara Palya,3,1600.0,3.0,6800000,4250.0
Somasundara Palya,3,1600.0,3.0,6900000,4312.5
Somasundara Palya,4,2400.0,3.0,14000000,5833.33
Somasundara Palya,3,1650.0,3.0,9500000,5757.58
Somasundara Palya,2,1186.0,2.0,7200000,6070.83
Somasundara Palya,3,1600.0,3.0,6900000,4312.5
Sompura,2,825.0,2.0,3300000,4000.0
Sompura,3,1025.0,2.0,3700000,3609.76
Sompura,2,1020.0,2.0,4100000,4019.61
Sompura,2,1126.0,2.0,3900000,3463.59
Sompura,2,825.0,2.0,3200000,3878.79
Sompura,3,1360.0,2.0,4500000,3308.82
Sompura,3,1350.0,2.0,4700000,3481.48
Sompura,4,2150.0,3.0,8500000,3953.49
Sonnenahalli,3,1415.0,2.0,5500000,3886.93
Sonnenahalli,2,896.0,2.0,4375000,4882.81
Sonnenahalli,2,1120.0,2.0,4300000,3839.29
Sonnenahalli,2,1100.0,2.0,4400000,4000.0
Sonnenahalli,2,1011.0,2.0,5053000,4998.02
Sonnenahalli,1,614.5,1.0,3071500,4998.37
Sonnenahalli,3,1484.0,3.0,7418000,4998.65
Sonnenahalli,3,1610.0,3.0,8048000,4998.76
Sonnenahalli,3,1415.0,2.0,6500000,4593.64
Sonnenahalli,2,1268.0,2.0,5800000,4574.13
Sonnenahalli,2,1268.0,2.0,5600000,4416.4
Sonnenahalli,1,605.0,1.0,3024000,4998.35
Sonnenahalli,3,1484.0,3.0,7500000,5053.91
Subramanyapura,2,929.0,2.0,5017000,5400.43
Subramanyapura,2,1200.0,2.0,5200000,4333.33
Subramanyapura,2,975.0,2.0,5800000,5948.72
Subramanyapura,2,1277.0,2.0,5500000,4306.97
Subramanyapura,2,985.0,2.0,5800000,5888.32
Subramanyapura,3,1245.0,2.0,6800000,5461.85
Subramanyapura,2,1313.0,2.0,7300000,5559.79
Subramanyapura,2,1313.0,2.0,6650000,5064.74
Subramanyapura,3,1255.0,2.0,7900000,6294.82
Subramanyapura,3,1330.0,3.0,7200000,5413.53
Subramanyapura,2,929.0,2.0,4800000,5166.85
Subramanyapura,2,950.0,2.0,5500000,5789.47
Subramanyapura,2,929.0,2.0,5600000,6027.99
Subramanyapura,3,1800.0,3.0,9000000,5000.0
Subramanyapura,3,1260.0,2.0,7600000,6031.75
Subramanyapura,3,1278.0,2.0,5900000,4616.59
Subramanyapura,2,960.0,2.0,5500000,5729.17
Subramanyapura,3,1260.0,2.0,7300000,5793.65
Subramanyapura,3,1278.0,3.0,6271000,4906.89
Subramanyapura,3,1278.0,3.0,7000000,5477.31
Subramanyapura,2,929.0,2.0,4900000,5274.49
Subramanyapura,3,1260.0,2.0,7500000,5952.38
Subramanyapura,2,1000.0,2.0,4500000,4500.0
Subramanyapura,3,2495.0,3.0,13000000,5210.42
Subramanyapura,2,929.0,1.0,5100000,5489.77
Subramanyapura,3,1880.0,3.0,11000000,5851.06
Subramanyapura,3,1800.0,3.0,8000000,4444.44
Sultan Palaya,3,1700.0,3.0,12000000,7058.82
Sultan Palaya,2,1100.0,2.0,4500000,4090.91
Sultan Palaya,2,900.0,2.0,4500000,5000.0
Sultan Palaya,2,870.0,2.0,6500000,7471.26
Sultan Palaya,3,1765.0,3.0,8000000,4532.58
Sultan Palaya,3,1713.0,3.0,12500000,7297.14
Sultan Palaya,2,1009.0,2.0,6500000,6442.02
Sultan Palaya,4,5000.0,5.0,32500000,6500.0
Sultan Palaya,2,1070.0,2.0,4900000,4579.44
TC Palaya,3,1475.0,3.0,9800000,6644.07
TC Palaya,2,1200.0,2.0,6000000,5000.0
TC Palaya,3,1200.0,2.0,6600000,5500.0
TC Palaya,3,1600.0,2.0,6500000,4062.5
TC Palaya,3,1200.0,3.0,6600000,5500.0
TC Palaya,3,1350.0,2.0,7500000,5555.56
TC Palaya,2,1240.0,2.0,6000000,4838.71
TC Palaya,3,1500.0,2.0,10000000,6666.67
TC Palaya,2,1200.0,2.0,6500000,5416.67
TC Palaya,2,1200.0,2.0,7000000,5833.33
TC Palaya,2,900.0,2.0,5500000,6111.11
TC Palaya,3,1200.0,2.0,6600000,5500.0
TC Palaya,3,1200.0,2.0,6650000,5541.67
TC Palaya,4,4800.0,3.0,30200000,6291.67
TC Palaya,2,1000.0,2.0,6400000,6400.0
TC Palaya,3,1100.0,3.0,5000000,4545.45
TC Palaya,2,900.0,2.0,5500000,6111.11
TC Palaya,2,1200.0,2.0,6600000,5500.0
TC Palaya,3,1200.0,2.0,6600000,5500.0
TC Palaya,3,1200.0,2.0,6650000,5541.67
TC Palaya,2,900.0,2.0,5500000,6111.11
TC Palaya,3,1200.0,2.0,6600000,5500.0
TC Palaya,2,900.0,2.0,5500000,6111.11
TC Palaya,3,1500.0,3.0,8300000,5533.33
TC Palaya,3,1350.0,3.0,6000000,4444.44
TC Palaya,2,1200.0,2.0,6500000,5416.67
TC Palaya,2,1500.0,2.0,7500000,5000.0
TC Palaya,3,1200.0,2.0,6600000,5500.0
TC Palaya,2,1000.0,2.0,7000000,7000.0
TC Palaya,2,1100.0,2.0,6500000,5909.09
TC Palaya,3,1200.0,3.0,6600000,5500.0
TC Palaya,3,1200.0,2.0,6600000,5500.0
TC Palaya,3,1200.0,2.0,6600000,5500.0
TC Palaya,2,1800.0,2.0,8000000,4444.44
TC Palaya,3,1200.0,2.0,6600000,5500.0
TC Palaya,2,1200.0,2.0,7000000,5833.33
TC Palaya,1,1350.0,1.0,5500000,4074.07
TC Palaya,2,900.0,2.0,5500000,6111.11
TC Palaya,2,900.0,2.0,5500000,6111.11
TC Palaya,2,1082.0,2.0,6400000,5914.97
TC Palaya,3,1995.0,3.0,10000000,5012.53
TC Palaya,3,1200.0,2.0,6600000,5500.0
TC Palaya,3,1200.0,2.0,6600000,5500.0
TC Palaya,2,1152.0,2.0,5500000,4774.31
TC Palaya,3,1200.0,2.0,6600000,5500.0
TC Palaya,3,1200.0,2.0,6600000,5500.0
TC Palaya,3,1200.0,2.0,6600000,5500.0
Talaghattapura,3,1868.0,3.0,13100000,7012.85
Talaghattapura,3,2038.5,3.0,12000000,5886.68
Talaghattapura,3,2106.0,3.0,12600000,5982.91
Talaghattapura,3,1868.0,3.0,12100000,6477.52
Talaghattapura,3,2106.0,3.0,12600000,5982.91
Talaghattapura,3,1868.0,3.0,13500000,7226.98
Talaghattapura,3,1856.0,3.0,13500000,7273.71
Talaghattapura,3,1868.0,3.0,12000000,6423.98
Talaghattapura,3,1804.0,3.0,11500000,6374.72
Talaghattapura,3,1856.0,3.0,13500000,7273.71
Talaghattapura,3,2254.0,3.0,15300000,6787.93
Talaghattapura,3,2106.0,3.0,14800000,7027.54
Talaghattapura,3,1856.0,3.0,13500000,7273.71
Talaghattapura,3,2273.0,3.0,15900000,6995.16
Talaghattapura,3,2099.0,3.0,14700000,7003.33
Talaghattapura,2,1100.0,2.0,5000000,4545.45
Talaghattapura,2,1100.0,2.0,4949000,4499.09
Talaghattapura,3,1575.0,3.0,8000000,5079.37
Talaghattapura,3,2273.0,3.0,14500000,6379.23
Talaghattapura,2,1175.0,2.0,6200000,5276.6
Talaghattapura,3,1804.0,3.0,12700000,7039.91
Talaghattapura,2,1062.0,2.0,4248000,4000.0
Talaghattapura,3,2038.5,3.0,12200000,5984.79
Talaghattapura,3,1800.0,3.0,8400000,4666.67
Talaghattapura,3,2265.0,3.0,15900000,7019.87
Talaghattapura,3,2099.0,3.0,13400000,6383.99
Thanisandra,1,510.0,1.0,2525000,4950.98
Thanisandra,2,1296.0,2.0,8000000,6172.84
Thanisandra,3,1436.0,3.0,7475000,5205.43
Thanisandra,3,2144.0,3.0,14500000,6763.06
Thanisandra,2,1075.0,2.0,4580000,4260.47
Thanisandra,1,445.0,1.0,2800000,6292.13
Thanisandra,2,1296.0,2.0,8300000,6404.32
Thanisandra,3,1825.0,3.0,10000000,5479.45
Thanisandra,3,2144.0,3.0,13500000,6296.64
Thanisandra,3,1240.0,2.0,6200000,5000.0
Thanisandra,2,1093.0,2.0,7000000,6404.39
Thanisandra,3,1265.0,2.0,7900000,6245.06
Thanisandra,3,1651.0,3.0,9738000,5898.24
Thanisandra,2,1265.0,2.0,8500000,6719.37
Thanisandra,1,510.0,1.0,2525000,4950.98
Thanisandra,3,1564.0,3.0,10100000,6457.8
Thanisandra,2,1183.0,2.0,5856000,4950.13
Thanisandra,3,1847.0,3.0,12300000,6659.45
Thanisandra,3,1800.0,3.0,9000000,5000.0
Thanisandra,3,1697.0,3.0,11400000,6717.74
Thanisandra,2,1050.0,2.0,4500000,4285.71
Thanisandra,6,3500.0,5.0,16000000,4571.43
Thanisandra,3,1573.0,3.0,9500000,6039.42
Thanisandra,3,1917.0,3.0,12200000,6364.11
Thanisandra,1,693.0,1.0,3429999,4949.49
Thanisandra,2,1098.0,2.0,6800000,6193.08
Thanisandra,1,760.0,1.0,5030000,6618.42
Thanisandra,2,1111.0,2.0,5000000,4500.45
Thanisandra,2,1185.5,2.0,5868000,4949.81
Thanisandra,3,2002.0,3.0,11200000,5594.41
Thanisandra,3,1634.0,3.0,7800000,4773.56
Thanisandra,3,2000.0,3.0,9900000,4950.0
Thanisandra,2,1050.0,2.0,4600000,4380.95
Thanisandra,3,1588.0,3.0,7555000,4757.56
Thanisandra,3,1697.0,3.0,11500000,6776.66
Thanisandra,1,1380.0,1.0,6210000,4500.0
Thanisandra,1,923.0,1.0,6084000,6591.55
Thanisandra,3,1743.0,3.0,9325000,5349.97
Thanisandra,1,923.0,1.0,4569000,4950.16
Thanisandra,2,1183.0,2.0,5974000,5049.87
Thanisandra,2,1296.0,2.0,7200000,5555.56
Thanisandra,2,1020.0,2.0,4450000,4362.75
Thanisandra,3,1698.0,3.0,10200000,6007.07
Thanisandra,3,1411.0,3.0,9304000,6593.91
Thanisandra,3,1996.0,3.0,13500000,6763.53
Thanisandra,3,1801.0,3.0,11500000,6385.34
Thanisandra,2,1265.0,2.0,8200000,6482.21
Thanisandra,2,1100.0,2.0,4800000,4363.64
Thanisandra,3,1917.0,4.0,11300000,5894.63
Thanisandra,1,662.0,1.0,4200000,6344.41
Thanisandra,4,2100.0,4.0,9500000,4523.81
Thanisandra,3,1948.0,3.0,13000000,6673.51
Thanisandra,3,1922.0,3.0,10600000,5515.09
Thanisandra,2,1098.0,2.0,7400000,6739.53
Thanisandra,2,1437.0,2.0,7113000,4949.9
Thanisandra,3,1564.0,3.0,10400000,6649.62
Thanisandra,3,1241.0,2.0,6100000,4915.39
Thanisandra,3,1200.0,2.0,6500000,5416.67
Thanisandra,3,1732.0,3.0,8573000,4949.77
Thanisandra,3,1917.0,4.0,10000000,5216.48
Thanisandra,2,1250.0,1.0,5400000,4320.0
Thanisandra,3,2127.0,3.0,13500000,6346.97
Thanisandra,3,2336.5,3.0,11589000,4959.98
Thanisandra,2,1276.0,2.0,7500000,5877.74
Thanisandra,1,693.0,1.0,3429999,4949.49
Thanisandra,4,2259.0,5.0,13500000,5976.1
Thanisandra,2,1265.0,2.0,7800000,6166.01
Thanisandra,3,1732.0,3.0,8573000,4949.77
Thanisandra,2,934.0,2.0,5500000,5888.65
Thanisandra,2,1056.0,2.0,6800000,6439.39
Thanisandra,3,1595.0,3.0,11000000,6896.55
Thanisandra,3,1411.0,3.0,9315000,6601.7
Thanisandra,2,1093.0,2.0,6809999,6230.56
Thanisandra,3,1370.0,2.0,6100000,4452.55
Thanisandra,2,1093.0,2.0,7200000,6587.37
Thanisandra,2,1200.0,2.0,5350000,4458.33
Thanisandra,3,1698.0,3.0,10700000,6301.53
Thanisandra,3,1564.0,3.0,10500000,6713.55
Thanisandra,2,1265.0,2.0,8300000,6561.26
Thanisandra,1,784.0,1.0,3528499,4500.64
Thanisandra,2,965.0,2.0,5600000,5803.11
Thanisandra,3,1546.0,3.0,9500000,6144.89
Thanisandra,1,777.0,1.0,3853499,4959.46
Thanisandra,3,1697.0,3.0,11000000,6482.03
Thanisandra,3,1492.0,3.0,8800000,5898.12
Thanisandra,3,2072.0,3.0,12200000,5888.03
Thanisandra,3,1880.0,3.0,12000000,6382.98
Thanisandra,1,760.0,1.0,5000000,6578.95
Thanisandra,2,1200.0,2.0,6000000,5000.0
Thanisandra,1,933.0,2.0,5800000,6216.51
Thanisandra,3,1917.0,3.0,11000000,5738.13
Thanisandra,3,1996.0,4.0,12300000,6162.32
Thanisandra,2,1183.0,2.0,7725000,6530.01
Thanisandra,3,1491.0,3.0,8800000,5902.08
Thanisandra,3,1881.0,3.0,9500000,5050.51
Thanisandra,1,662.0,1.0,2900000,4380.66
Thanisandra,2,1183.0,2.0,5856000,4950.13
Thanisandra,3,1564.0,3.0,10000000,6393.86
Thanisandra,1,662.0,1.0,4500000,6797.58
Thanisandra,3,1573.0,3.0,9800000,6230.13
Thanisandra,3,1262.0,2.0,8300000,6576.86
Thanisandra,2,1056.0,2.0,6500000,6155.3
Thanisandra,2,1131.0,2.0,5597500,4949.16
Thanisandra,3,1702.0,3.0,11500000,6756.76
Thanisandra,2,1343.0,2.0,7500000,5584.51
Thanisandra,3,1935.0,4.0,12200000,6304.91
Thanisandra,2,933.0,2.0,5500000,5894.96
Thanisandra,2,1183.0,2.0,7730000,6534.23
Thanisandra,1,662.0,1.0,3800000,5740.18
Thanisandra,2,1265.0,2.0,7200000,5691.7
Thanisandra,3,1595.0,3.0,10500000,6583.07
Thanisandra,3,1241.0,2.0,6500000,5237.71
Thanisandra,1,580.0,1.0,2750000,4741.38
Thanisandra,3,2087.0,4.0,13900000,6660.28
Thanisandra,2,1340.0,2.0,6633000,4950.0
Thanisandra,2,1098.0,2.0,7100000,6466.3
Thanisandra,3,1411.0,3.0,9325000,6608.79
Thanisandra,3,1262.0,2.0,6500000,5150.55
Thanisandra,2,1234.0,2.0,5100000,4132.9
Thanisandra,3,1732.0,3.0,11200000,6466.51
Thanisandra,1,933.0,1.0,6100000,6538.05
Thanisandra,3,1702.0,3.0,10700000,6286.72
Thanisandra,1,747.0,1.0,3435499,4599.06
Thanisandra,3,2030.0,4.0,12500000,6157.64
Thanisandra,2,1140.0,2.0,5900000,5175.44
Thanisandra,4,1948.0,4.0,12900000,6622.18
Thanisandra,3,1573.0,3.0,9000000,5721.55
Thanisandra,2,1056.0,2.0,7000000,6628.79
Thanisandra,3,1595.0,3.0,9600000,6018.81
Thanisandra,3,1732.0,3.0,8573000,4949.77
Thanisandra,2,1226.0,2.0,6500000,5301.79
Thanisandra,2,1245.0,2.0,8305000,6670.68
Thanisandra,3,1261.0,2.0,8000000,6344.17
Thanisandra,3,1884.0,4.0,11700000,6210.19
Thanisandra,2,965.0,2.0,5400000,5595.85
Thanisandra,3,1930.0,4.0,12200000,6321.24
Thanisandra,1,777.0,1.0,3846000,4949.81
Thanisandra,3,1241.0,2.0,6800000,5479.45
Thanisandra,3,1930.0,4.0,12000000,6217.62
Thanisandra,1,760.0,1.0,5040000,6631.58
Thanisandra,1,663.0,1.0,3282000,4950.23
