,Price
9401,4000000
2336,2600000
7826,4417000
7811,22500000
5662,13000000
4591,16000000
302,5400000
5062,9000000
3515,9300000
7864,5177000
3303,5823000
6244,7500000
817,19500000
182,10200000
1270,3600000
1797,5720000
4570,11500000
7226,8700000
16,15700000
4071,8658000
6119,3669000
2209,3075000
2139,3522999
145,5900000
5450,11000000
8802,9900000
6455,4800000
6345,5624000
619,9900000
10037,18000000
4739,8500000
797,7038500
5111,3500000
2219,5000000
484,3600000
5922,6217000
6704,3200000
6934,30000000
7574,11000000
6621,7000000
8466,6300000
8756,14800000
7305,4000000
8541,3700000
2392,12000000
7775,2500000
3435,7800000
8736,5500000
2551,6000000
1330,3528000
9092,4498000
2881,10800000
2228,4044000
6815,5000000
2966,13200000
2736,4600000
5816,26000000
5456,2700000
7722,7450000
3841,5000000
4579,10000000
1957,3950000
2024,5100000
7727,5950000
3382,7980000
732,11500000
1924,9500000
2527,8000000
5281,4495000
600,17200000
8489,6080000
3379,24500000
5108,6500000
3211,4265000
2253,3292000
1996,4503000
2349,4000000
1403,7500000
8890,11200000
6600,4250000
4110,5800000
974,7200000
764,6800000
5440,18000000
5133,5900000
7108,3779999
157,6000000
3203,7900000
3988,3900000
10065,14100000
6981,20000000
1640,5280000
9063,5500000
9729,7000000
8441,5600000
9942,9500000
9890,6500000
4087,3629000
8971,7500000
3580,8300000
5373,11500000
2995,16000000
4956,6325000
4482,5200000
1445,3400000
8248,4428000
8994,9500000
5962,15000000
5080,7100000
1817,27000000
1680,7122000
5304,3800000
3371,26200000
8485,5000000
4417,5500000
500,3772000
10068,9581500
4538,4900000
107,12000000
10081,7618000
5164,5300000
1447,5800000
9325,6930000
1113,5700000
3387,26500000
5177,5100000
904,11500000
6091,8200000
4609,4400000
3328,11500000
8323,4900000
7606,5750000
5449,2600000
4152,6350000
7505,8200000
7798,5356000
9667,8400000
749,12000000
9391,13000000
2577,7500000
8411,4591000
1136,8700000
7010,2500000
9800,5600000
8609,5200000
7880,5115000
3124,5223000
1458,5650000
7101,4200000
2559,12000000
3008,5800000
3973,5600000
9846,7200000
53,6300000
8189,4400000
4890,7000000
497,4000000
4020,4050000
4068,9584000
7683,5899000
6338,13000000
7717,14500000
1577,1645000
4320,7900000
5709,5700000
8102,4495000
818,6600000
9611,7820000
486,3610000
3337,8198999
5405,7000000
6477,3833000
2138,3525000
9882,4200000
100,16000000
4870,6580000
1645,8000000
1034,4400000
8829,8573000
8509,9838000
6622,12500000
7627,7900000
3406,2300000
3171,8000000
5479,36000000
905,6289000
8680,6271000
8229,5500000
3163,8000000
9534,6906000
3483,25500000
3117,4700000
8679,7300000
4419,4500000
8051,22500000
7568,6400000
7953,13000000
5153,7500000
5744,3300000
2716,4600000
6843,6500000
6819,31500000
5634,30000000
6197,8750000
6616,9000000
8648,8500000
9614,3500000
4242,20000000
8495,4000000
3774,8500000
5996,38500000
9516,3500000
7111,7200000
1830,2500000
6429,9500000
4293,8200000
6328,20000000
8259,14000000
3612,8500000
9936,7800000
3895,7000000
4850,5882000
3376,25000000
9355,6750000
4991,5367000
4803,7500000
2943,38000000
5776,7600000
8174,12800000
1027,18500000
4376,5800000
5892,23500000
1066,4500000
1679,4500000
5072,5500000
4557,15500000
10051,4788000
5022,8800000
1237,11000000
950,18000000
4533,5066000
3685,6800000
8765,12700000
2822,8200000
141,6133000
913,7946500
9580,15850000
2364,6700000
8134,5500000
8946,15000000
3027,10200000
7690,8500000
5423,7000000
7047,2000000
2940,15500000
7780,6353000
1044,5300000
6175,6000000
5413,7500000
6542,11000000
3611,12000000
8534,4800000
4525,5199000
7467,5500000
7719,8500000
2166,6800000
7008,4800000
8019,5050000
4560,18000000
5428,4350000
5638,6200000
5091,8500000
2211,4158000
5867,5600000
3604,10700000
1318,4936000
6012,8800000
6674,60000000
7175,20000000
1565,2588000
5708,5500000
9993,4253500
9555,2944000
2824,7768000
4088,5060000
3592,19600000
1956,5000000
3279,7800000
1841,5000000
2569,9000000
5393,17000000
5887,4372000
9753,33000000
9727,5800000
8531,7000000
6930,36500000
1698,10000000
8845,7200000
128,9000000
7090,6700000
5486,9900000
10080,4174499
3431,9300000
9808,33100000
1644,4800000
9143,4759000
4864,3500000
7562,5500000
9783,47500000
9606,8200000
8763,14500000
3691,6300000
3896,5000000
6557,4900000
8883,2750000
168,7747000
6145,7100000
1505,2000000
1941,1600000
4411,6700000
7084,4551000
62,4800000
4519,13000000
6631,1000000
6258,5200000
946,6900000
2730,4600000
1591,6777000
9506,27000000
7960,26200000
9173,3600000
10029,5000000
31,7500000
2760,6900000
1386,8500000
6560,5500000
4530,3600000
2497,10500000
8022,9500000
3268,4690000
1785,2800000
7428,9000000
8166,5900000
4655,5600000
6771,10000000
9471,5590000
3734,6500000
7465,15000000
8769,15900000
2339,7254000
1502,1700000
6166,11500000
1622,15000000
1942,5610000
3933,4000000
3512,26800000
191,5700000
3696,5200000
5249,9000000
6723,8500000
4415,3550000
5568,6444000
3326,4200000
10028,8000000
9788,4252000
8100,3500000
2261,2665000
6242,6500000
1343,4936000
4404,3500000
9151,4260000
9835,15450000
2982,14500000
8582,23500000
5772,20000000
3829,21000000
5695,12500000
7169,8500000
3674,4600000
3497,28200000
6417,6100000
8491,7000000
9889,8500000
7820,4500000
5566,8000000
4213,6098000
2328,2700000
2043,7800000
4193,7000000
5687,21400000
7974,25900000
8111,5500000
8425,13000000
362,4382000
6196,20000000
5604,10000000
1229,17000000
8076,5700000
1623,9900000
3389,24000000
5959,20000000
2145,7500000
962,11000000
4778,14600000
4742,7500000
9730,4100000
7557,3200000
5254,6300000
6807,5200000
6288,5200000
8741,5500000
395,5500000
6409,9000000
5193,4590000
4878,7000000
1649,4900000
2711,5600000
4012,3413000
1556,2997000
2260,2743000
4084,5800000
768,4200000
4462,4300000
3554,3500000
9872,4600000
7581,11500000
7849,9913000
7039,9200000
1362,4050000
9560,4000000
7927,41000000
6054,8000000
654,6500000
6623,7000000
9192,5612000
4599,10000000
3839,4070000
9732,2900000
918,9400000
847,6526000
6998,19000000
3304,6800000
579,8500000
4502,17700000
7699,8500000
3359,8198999
2554,9000000
1200,6900000
7709,14000000
5106,5850000
9810,5000000
5863,4000000
4027,4600000
7193,8700000
7167,27000000
5290,8550000
5902,9000000
4354,7798999
8949,16000000
6972,3364500
4274,11600000
2632,4400000
4099,5300000
3220,11000000
836,5250000
2438,4000000
6999,5000000
7323,5975000
9430,10800000
7853,4800000
2233,2925000
9450,11000000
933,10500000
10089,9213000
5915,5000000
9363,8100000
6977,45000000
5766,2500000
6228,20000000
2988,13500000
6811,8900000
3544,35000000
2645,4700000
9318,9000000
4615,15000000
6309,5500000
9875,4084000
10005,5150000
9666,10300000
5699,3500000
1732,7000000
4964,4985000
320,8500000
4073,8500000
5154,6500000
7506,5000000
6361,10500000
6587,24000000
8987,40000000
2595,4600000
5753,28000000
7648,4600000
1282,5000000
2818,9820000
1516,1850000
9190,5600000
5473,8800000
8767,12200000
6532,4250000
1598,3500000
5602,3050000
5819,5500000
1506,2588000
1683,7800000
2423,24000000
3712,6300000
7952,59800000
4505,3800000
10047,4800000
2080,6558000
681,7387000
7614,5800000
4849,9300000
3136,8860000
6464,5500000
2125,7200000
1107,8500000
5356,20400000
2379,34100000
4065,5800000
4383,3500000
9320,3000000
5174,4965000
9905,8001000
1422,5685000
5109,5700000
8834,7500000
1756,4987000
4309,6700000
9420,7100000
1652,5612000
2880,7768000
3568,16000000
6315,6900000
415,5500000
1344,5282000
3245,5000000
339,9500000
2482,11500000
7067,30000000
7019,6000000
7132,4300000
7184,3900000
1798,4650000
9951,9300000
9252,3972999
615,7500000
656,6838000
9356,6750000
2743,4600000
7382,12000000
4287,12000000
1973,2500000
6662,3550000
7542,4100000
5581,9000000
9051,3793000
3907,4800000
2788,9000000
1101,7400000
73,5300000
4241,5600000
9760,4098500
5765,4806000
3853,10900000
5146,5790000
2048,4054999
8237,11500000
6271,9000000
6108,10000000
4517,26000000
2902,19900000
4580,20000000
6430,3700000
47,4800000
3313,4000000
1572,3328000
1774,5800000
1856,11500000
3434,5100000
2202,4043000
9968,10300000
3583,3427000
400,5500000
747,15000000
4367,5300000
140,15000000
7874,4500000
566,6500000
778,5850000
9973,6923000
6957,5230000
6772,4800000
7999,8000000
1466,5500000
7034,4950000
7870,5547000
4626,5900000
8309,4591000
1264,4500000
1588,3450000
2698,9600000
3987,3701000
7539,6200000
3706,5500000
5314,7200000
6069,4614000
8982,10000000
4101,5632000
2280,9200000
8716,6600000
4299,33300000
421,4275000
5371,4786000
317,6000000
1704,5800000
5471,5800000
2408,5275000
8616,6000000
941,12500000
7182,27000000
733,12500000
5894,7500000
4905,5000000
6518,9000000
8521,7800000
1273,3200000
7868,3865000
5268,14500000
2908,5500000
1294,3700000
6578,6200000
1109,6000000
1636,11000000
9163,4600000
8260,11000000
8757,13500000
4879,5800000
1501,11500000
501,3200000
7991,16500000
6759,3600000
10054,6800000
7035,15000000
4492,5300000
5908,7000000
3152,14000000
6687,1800000
2909,6500000
1110,8200000
1548,3600000
9564,5243000
2773,7500000
9807,8500000
7094,8500000
7172,8200000
9379,31500000
5683,8500000
10010,8000000
4352,7798999
6499,17000000
5689,30000000
7391,3997999
9177,5300000
1867,28500000
9235,9000000
667,6700000
10018,1650000
8276,11900000
5993,17500000
5663,6000000
8313,4950000
9809,3500000
2925,13400000
1364,3264000
5916,4218000
4450,6500000
6007,6500000
6124,12500000
7954,36900000
2163,3808000
1414,14000000
5700,14200000
965,8500000
5509,18000000
2521,9500000
6290,29000000
6180,8500000
6872,3500000
6700,5200000
5704,17500000
3298,7500000
1274,5000000
5257,18000000
9068,5300000
2369,18500000
7789,8800000
9460,4371000
1190,27000000
1659,5420000
4703,8900000
7247,9000000
8141,6000000
7135,10000000
1071,4560000
183,11000000
9596,12800000
7443,3914000
6665,5500000
9069,4700000
3114,12000000
8262,6192000
7272,6800000
8184,4700000
3074,12300000
4343,6848000
9127,4000000
6778,1900000
4961,4696000
8800,11200000
6340,6723000
4069,7400000
8988,6500000
8617,7500000
5784,12500000
508,16000000
9115,4259000
1198,6989000
10115,6408000
7099,18900000
8780,6200000
9792,13700000
3259,4600000
4127,11300000
4989,5225000
6881,11000000
8163,7500000
1545,2529000
9843,7350000
6188,35100000
6498,3300000
3751,4600000
7556,9000000
7216,1700000
5231,5340000
6845,9500000
5270,9100000
2548,20000000
7376,6200000
2508,7100000
4853,36000000
5376,7200000
3976,3900000
3323,6500000
9987,7395000
7143,5100000
2562,9800000
8083,6700000
9070,9120000
5148,8100000
2993,6800000
3797,4000000
2549,9500000
3865,5800000
751,5952000
1174,4500000
2977,7500000
10113,7618000
9400,9500000
2627,10000000
9368,5300000
3148,6961000
234,7500000
8526,5000000
4641,5300000
1690,20000000
2809,11700000
3260,5800000
8897,9000000
8113,7600000
1694,37500000
2270,3351000
5191,3700000
7388,3800000
1262,3600000
1456,5600000
5655,6600000
7517,7500000
8518,6950000
4861,5200000
9348,6748000
5812,4500000
5334,25100000
6828,7000000
9805,7500000
2373,28500000
5466,12500000
1125,6200000
6001,4000000
3043,6200000
6445,6900000
2164,9700000
9939,7500000
7202,4000000
6173,7500000
458,3800000
805,3800000
5358,20800000
8771,2525000
9136,4700000
3856,5600000
5761,10000000
9080,6120000
3020,5550000
3790,3000000
2592,5600000
5175,5000000
9902,14000000
8812,4450000
5737,3800000
0,42800000
1511,2768000
3659,15500000
2019,2946000
28,24000000
1789,13200000
9754,8500000
6595,6000000
3602,12500000
4292,8200000
591,7000000
2093,3400000
2612,7000000
5419,4800000
7036,22500000
2763,26000000
209,3100000
2241,3660000
3473,8200000
756,42500000
2785,12800000
8071,6500000
9507,14000000
2792,7800000
4910,9000000
7037,28000000
1008,10000000
6861,4350000
3663,5200000
7046,5715000
9412,13000000
8681,7000000
1925,3465000
9895,8054000
1305,4400000
6211,29000000
1459,5800000
850,7500000
5503,8000000
7715,5200000
4605,4788000
10048,4712000
4856,5000000
9044,5600000
1283,4100000
2717,4600000
7208,5400000
7097,5670000
807,7450000
2924,11700000
5285,8000000
7537,7998999
2185,6498999
2355,6200000
3099,7788000
8620,7300000
2652,7800000
1949,3750000
6410,25000000
8558,11000000
9260,5500000
1566,3000000
2370,15000000
5711,16000000
8116,5900000
7799,5115000
1816,4900000
8871,8300000
1428,7000000
2492,12000000
6040,5200000
9630,24000000
7307,15000000
3200,9687000
1863,8500000
7425,6500000
2113,3370000
653,4190000
2386,40000000
6016,8999000
3054,6000000
10014,7819000
7077,5200000
4946,27500000
6310,6850000
6584,10200000
7650,4600000
9860,6250000
6803,5500000
8348,9900000
1609,6000000
5951,13000000
873,8000000
6973,8000000
4283,12300000
1748,3400000
6531,9000000
4805,7500000
3238,3819000
5880,6500000
2893,10000000
9160,7600000
9761,4280000
5253,8900000
1961,6534999
3404,2809500
4435,1719000
4310,12000000
2670,16000000
10091,11000000
2046,7093000
8966,23900000
256,9300000
4948,14000000
3755,8600000
8659,5600000
5573,2700000
5707,3970000
3743,4000000
9097,6255000
8831,5400000
1039,5976000
8341,9500000
7104,3000000
2599,4600000
5125,21000000
2455,3500000
5674,8000000
5309,10300000
3792,10500000
1626,12000000
4018,2553000
8473,6900000
7279,4200000
3548,36500000
1054,5500000
3427,13000000
6263,7900000
3898,6000000
4688,4400000
1301,3400000
8098,6800000
9724,8400000
1482,5000000
1,19400000
8684,4500000
9811,6775000
8135,7500000
9297,7500000
713,6500000
125,8250000
7522,4800000
8707,7000000
4122,8000000
7639,6400000
6908,7000000
1189,14000000
164,13000000
3253,6300000
2304,3465000
8233,4260000
3881,4500000
9969,10400000
7598,17000000
8324,7800000
7073,11500000
466,6800000
9927,5920000
3869,5000000
7497,18000000
8223,6200000
6346,10000000
6764,5000000
3880,7500000
609,8100000
6095,15000000
7338,7300000
8034,7600000
4486,6500000
7384,3900000
1780,7500000
8575,4290000
4723,7500000
7979,23000000
1486,7800000
4775,5800000
4395,4800000
57,6700000
4619,10500000
1814,14200000
4142,8200000
1654,5000000
880,4800000
10061,13000000
4385,5700000
4842,16000000
6529,4500000
8254,10000000
5463,14000000
2990,11800000
8133,5000000
7014,7000000
9182,5700000
46,6900000
5735,20700000
2327,4241000
9925,4200000
2098,2200000
509,10000000
8461,4591000
3187,7800000
1331,3977000
4901,4686000
3105,9500000
791,8900000
7622,9900000
6885,10500000
1042,4500000
300,4079999
5590,5625000
159,11700000
4620,7600000
8564,9886000
1773,2400000
2279,5700000
4963,25000000
3246,3749000
7231,10000000
7113,15000000
1638,5000000
9695,5672000
9991,8500000
3684,6000000
6234,5800000
7829,4927000
6390,15000000
2634,11000000
4872,9500000
7692,22000000
9099,4129999
8535,4595000
1879,2214000
6667,25500000
1142,3728000
4756,8000000
2802,7700000
3418,6000000
8368,4000000
7362,5700000
10097,14000000
243,6500000
4082,6450000
5035,4995000
7204,4043000
9449,7500000
1731,7500000
9959,6200000
3780,17500000
110,5700000
3116,7300000
3791,4650000
5269,9500000
4799,7500000
2922,7768000
8424,9800000
6683,8200000
4273,5000000
5896,5400000
1354,3364000
6679,14700000
4109,3000000
6368,24000000
7334,7600000
6402,7800000
2784,5500000
7500,15000000
2537,4450000
1127,3511000
5114,6000000
959,5300000
3394,4500000
6783,6500000
7633,4000000
2871,7768000
8507,6961000
9294,6000000
499,2500000
6682,4900000
5953,4600000
6847,4600000
2543,5276000
8194,2500000
8066,4680000
6202,6800000
327,5500000
6868,3500000
8688,8000000
9339,6300000
311,8550000
3119,5492000
7463,14000000
5786,5827000
4189,7018000
1818,4039000
3095,9500000
8307,3800000
5478,32500000
7825,6000000
3111,5000000
2378,28800000
10017,2000000
6556,5900000
7641,8000000
5592,6200000
6063,5200000
8870,9800000
5,41300000
2117,9000000
8866,2900000
4322,8000000
1219,7000000
6906,6900000
9847,5500000
5085,5500000
9240,6500000
10124,13800000
4547,13000000
2957,20000000
3788,20000000
3940,4500000
7491,11000000
4797,13000000
291,4039000
9852,5555000
6419,19000000
10067,3685000
6274,4000000
3563,9087000
5266,5800000
3764,4600000
133,5800000
6082,4900000
453,2500000
551,12000000
3403,3500000
8264,4500000
9763,4584000
7357,4600000
8038,5700000
2751,4900000
1157,11500000
9014,5830000
4506,3200000
2065,3500000
181,8800000
4887,9500000
3930,7000000
1383,7500000
8637,14000000
5192,4500000
2480,6000000
5995,3950000
8913,22000000
2552,4900000
9557,5000000
4858,5519500
2345,5400000
2685,4300000
7918,9800000
6607,4860000
8920,13000000
1820,5839000
9086,4500000
5738,4500000
8302,6000000
8939,13900000
2257,5000000
6871,4700000
3877,4300000
7837,4900000
7,11000000
9074,5119000
1026,7400000
5875,25000000
8710,6650000
8249,4920000
1852,210000000
5370,4500000
4269,7950000
9812,14500000
2769,11000000
7600,9000000
6840,30000000
5543,5700000
7378,9000000
7093,3500000
9617,7000000
9836,23100000
9272,6500000
10126,16000000
3729,5500000
2001,1800000
9361,3800000
6767,5200000
3545,12000000
1578,3600000
7762,5739000
4575,11500000
7266,5200000
132,10000000
1105,6800000
1153,6000000
5792,3700000
7575,2600000
8406,12500000
1955,8900000
2606,4600000
8138,12500000
4549,8500000
2194,9888000
3781,4200000
4673,4400000
1251,5075000
3471,6500000
7516,7200000
9255,3628000
5736,11000000
4802,10800000
5992,12500000
4650,5500000
1220,11100000
9821,12800000
3867,4200000
9353,8550000
2637,4400000
4509,4800000
1866,16500000
1058,4600000
1024,6300000
945,6800000
2927,18900000
340,4800000
1899,6500000
5934,10800000
3230,7500000
8642,3700000
369,9000000
4384,5200000
9144,6282000
4866,5380000
1341,5281000
9655,5200000
9651,9000000
7955,22000000
2929,9200000
8673,5500000
3077,8656000
5071,6322000
6150,9500000
97,9400000
3549,12000000
6726,4500000
6955,15500000
6533,5700000
5796,8000000
7461,4000000
7759,5017000
9319,3000000
937,8500000
7604,8000000
7786,5000000
8686,5100000
8286,6600000
573,4500000
5601,35000000
4712,7500000
1068,4200000
5610,1500000
4270,8250000
3840,7800000
7835,6500000
6378,4500000
2525,6000000
908,16500000
5016,5850000
8016,15500000
4669,12000000
7227,16500000
10046,7000000
1793,7100000
8173,27000000
5507,6500000
2509,14100000
4328,12500000
5488,5300000
2106,3075000
8069,15000000
1689,23900000
9152,4655000
9189,5612000
6100,7000000
8540,9000000
8061,8000000
3939,10000000
3948,7000000
1350,4044000
5649,2700000
5217,6200000
2217,4100000
9037,4700000
6422,5800000
82,10000000
4275,5000000
8385,13500000
7072,25000000
9446,6300000
1855,9900000
260,3200000
1665,5000000
2452,4000000
8623,5600000
5123,9000000
9082,4536000
821,8700000
8667,6800000
5132,5350000
9312,23000000
7392,4512000
4689,4600000
6072,7000000
7252,3868000
9533,4000000
4048,3547500
2865,12300000
3386,6500000
244,3700000
7525,5100000
7158,8700000
8565,14500000
9486,5746000
6865,3400000
10019,9200000
6730,17500000
7460,5200000
4166,8800000
3092,10400000
7684,5079000
8789,9000000
7667,6235000
8500,7403000
9782,5500000
854,4851000
8003,4877000
4632,7700000
7445,16500000
3113,16800000
4312,8500000
8298,5500000
2584,11000000
9065,8800000
7589,6000000
10020,9000000
5427,7000000
8287,11200000
1617,3200000
3617,6800000
6148,5000000
1684,4600000
694,8000000
4062,3000000
1509,3035000
5176,5000000
5961,7500000
1231,8453000
3634,6000000
1018,10400000
2471,7200000
7065,5600000
301,5700000
4515,27000000
2876,7300000
597,36000000
6608,16000000
690,7500000
7926,41500000
1441,5670000
646,9455000
174,7744000
1648,5525000
6043,32400000
1844,4500000
6770,8700000
4262,9000000
7734,7450000
8430,5900000
6520,9000000
4674,4300000
1536,2950000
6980,4500000
9176,4500000
759,12500000
4625,7100000
831,9000000
7805,3854999
9111,5544000
9305,8200000
2243,5613000
6080,17300000
9217,4424000
846,5100000
703,7800000
2512,8000000
8492,6200000
7199,24000000
6744,3400000
2347,8200000
9685,4500000
4049,7000000
8660,3024000
2565,7500000
6637,7500000
4414,2250000
6023,16000000
3719,5500000
2262,2945000
7585,7500000
2629,15400000
3763,5122000
6117,14000000
54,10000000
1994,5900000
9575,6500000
2140,5500000
185,4700000
2603,7200000
8850,3528499
2207,6278000
8630,4800000
9207,4188000
8693,8000000
731,8000000
7524,4500000
9601,19000000
8568,11500000
3345,5200000
2853,7768000
6256,29000000
2672,4400000
3866,4800000
5070,9900000
4982,6665000
237,4800000
4132,7150000
8199,3000000
2196,3800000
7658,4700000
7838,5435000
3683,16000000
3350,10100000
6615,5200000
2764,13300000
1446,8520000
7426,20000000
5524,6600000
335,8700000
8400,11300000
1091,4440000
7133,16000000
156,6500000
469,3829999
897,13000000
8343,9800000
8640,6900000
5145,7000000
5858,16000000
9798,6450000
9209,5900000
1926,6300000
6688,4872000
9531,5900000
8236,3500000
1192,28000000
7109,3500000
3773,4000000
7499,4400000
8840,6800000
4059,6450000
7865,7000000
6364,13500000
7002,4100000
4377,4500000
4234,3600000
9513,9000000
9329,6800000
3984,4550000
4565,20000000
837,7800000
7971,37500000
7731,5350000
2585,4600000
3585,9000000
3202,7500000
6363,5500000
4683,4400000
4001,2450000
435,3150000
2136,1200000
6213,4500000
725,10100000
5544,4800000
365,10000000
10040,3100000
9618,6900000
5402,24000000
10035,7500000
5617,6700000
8412,10100000
2726,7500000
4353,7343000
9024,12000000
3978,3900000
539,1200000
4714,3825000
7776,3865000
8186,1753500
1833,5500000
8488,5400000
137,11000000
2012,10100000
563,1150000
3352,9818000
8835,3429999
9953,6000000
8311,4695000
9883,6500000
2434,6000000
1607,3579999
7057,8950000
9249,4911000
6568,6500000
154,12500000
4824,8000000
9443,9000000
5515,6000000
9179,6000000
290,4182000
4790,4850000
3787,4200000
4491,4200000
3541,70000000
8718,5500000
428,5800000
7015,9500000
8057,2600000
6413,6000000
6302,31800000
1124,6500000
9352,8500000
960,5500000
9561,3215000
3848,13400000
1464,6500000
4539,3084000
393,15000000
2747,12000000
4227,3000000
5431,7800000
451,3775000
7450,4641000
6335,1500000
2557,6500000
1196,7400000
5039,4806000
6619,6500000
5803,8000000
9938,8561000
1507,1166000
7187,15000000
9421,6130000
5553,5800000
6178,20300000
3093,7576000
2623,4700000
3884,4300000
2883,7768000
5829,36500000
5386,7400000
8720,5500000
7985,39900000
6222,6200000
1255,13900000
5724,4200000
9495,7200000
561,1150000
3900,7500000
3992,14000000
5131,3900000
1553,3308000
5701,5600000
9940,20000000
722,6700000
5644,28000000
9338,6230000
5658,7000000
671,3418000
3305,3749000
8879,3800000
6074,15500000
283,6800000
9840,13000000
220,6500000
5092,5367000
9937,5600000
4475,3400000
584,5200000
8762,8000000
3672,5500000
8120,65000000
5138,4950000
9736,18800000
6741,12000000
1121,11800000
7844,4044000
7233,6863000
8265,5900000
4986,7200000
9198,6598999
9452,6700000
4955,30600000
2678,13000000
4812,7500000
2956,15000000
829,12000000
2032,5800000
5292,8330000
775,10000000
9640,24200000
1233,9020000
8065,4550000
2518,4300000
6949,28500000
3917,10000000
1903,16300000
6048,6200000
7434,5400000
6467,13000000
9309,12500000
4180,6593000
4202,6900000
7647,4700000
1606,3700000
2192,2500000
9962,4138000
888,5200000
2884,11000000
8624,8500000
567,1025000
554,2500000
7915,5312000
280,5500000
84,20000000
1210,10600000
1960,4500000
1709,76300000
2448,6500000
1241,6200000
1049,4442000
686,6800000
8865,9500000
4483,4800000
9022,12500000
7421,5000000
9483,5465000
8776,2800000
10077,4947500
8787,5856000
5384,8000000
1075,4440000
7986,27500000
10087,3685000
8683,7500000
5771,4300000
4438,10000000
5006,8600000
6909,26400000
3390,14500000
5697,23500000
2808,7500000
1310,4600000
6486,6000000
9399,7500000
4921,32000000
2910,19500000
6009,6500000
1128,4481000
6729,5500000
2529,4348000
7083,18500000
9274,5000000
5938,5000000
1156,10500000
4523,8800000
4374,6000000
7510,10200000
5230,15000000
734,4113000
4744,12500000
4679,6594000
2998,5200000
375,9000000
7330,2600000
8291,5600000
1929,4200000
4017,3500000
4894,6500000
1304,2500000
5924,34500000
4973,9000000
3707,14900000
853,7300000
7534,5800000
1784,5500000
8593,5000000
3085,17000000
7054,6600000
8552,15000000
3543,40500000
7889,7380000
7284,7713000
9208,5550000
147,6100000
607,6300000
9828,5900000
10042,4400000
6217,3700000
1821,5440000
4090,3500000
6275,5500000
7152,5650000
993,15000000
1513,2588000
7879,5104000
1234,7989000
7377,18500000
4429,5350000
4179,3500000
1883,6800000
1862,5500000
6122,2200000
9585,3999000
402,6500000
7397,29800000
8212,8800000
1585,3500000
7207,10800000
1865,13500000
9633,19000000
1213,11100000
3687,8500000
1129,10000000
5640,4500000
1065,5358000
8942,15500000
4859,4800000
8007,3000000
2849,11500000
1669,5600000
1772,4000000
3598,7300000
3331,6000000
2545,14500000
242,8500000
2756,8500000
2725,9200000
6286,42500000
12,25000000
2042,6000000
3165,5500000
4149,8500000
8340,14000000
5607,9000000
2316,8400000
8012,4740000
3642,11000000
7701,4500000
8346,9000000
2221,4500000
7840,5000000
2272,4875000
108,6900000
3932,8500000
6349,4679000
8619,6700000
1944,4500000
1755,3900000
6086,2400000
822,12400000
5439,6000000
8632,14000000
684,6700000
3911,6200000
9335,6740000
976,6000000
6305,11300000
4698,7800000
1235,11100000
2176,9450000
1934,7330000
930,4700000
1579,2200000
2777,9510000
9369,7500000
5586,9000000
1621,13500000
3676,10200000
63,7500000
4370,4150000
6277,9625000
7545,4304000
2215,4043000
3704,6320000
5124,12000000
7893,5700000
3101,11000000
7723,5550000
9749,21800000
5705,2700000
7412,5500000
3264,4800000
9899,7000000
8284,24200000
7295,7500000
7595,7500000
1611,6777000
9550,13800000
4606,4780000
2038,1550000
2498,11500000
6654,9000000
9306,4500000
8937,10500000
3440,6500000
3324,6800000
5380,12100000
318,5000000
7988,32000000
3870,5300000
5614,5200000
9066,5000000
6373,12000000
6604,8800000
5300,6800000
2069,1350000
51,5250000
1384,8000000
665,6400000
5659,6600000
5686,4450000
2479,5680000
1989,4400000
2867,38600000
4776,23000000
1185,35000000
8168,15000000
9380,36000000
2384,34100000
3899,3950000
7219,1350000
3204,6500000
1020,4900000
1062,5976000
4382,6000000
2035,2841000
6307,22300000
6854,6000000
8906,12200000
3993,15000000
3909,5000000
9425,8800000
6478,5840000
1646,4280000
746,8500000
4653,6000000
2931,5900000
4458,4200000
7342,40000000
9354,7200000
1587,3345000
8888,6500000
3639,8000000
6203,10000000
1498,5200000
6758,8100000
7743,4725000
3758,3345000
10015,4400000
5333,11000000
8643,4100000
6914,6700000
4944,8000000
9102,4848000
449,2700000
3035,5427000
799,5300000
9701,6400000
7619,9000000
2489,10000000
4247,10400000
9000,8200000
2426,40000000
9259,3800000
8604,4950000
2918,6900000
6594,14000000
4572,15000000
3348,5515000
2133,6200000
2561,9500000
4112,6450000
9100,4200000
9886,7630000
8749,12600000
2247,6126000
4558,10000000
42,22500000
9112,5019000
1300,4149000
5835,15000000
3340,4850000
356,7700000
1524,4300000
4914,6700000
1595,4047000
8114,2100000
5214,6500000
9465,4613000
8574,3514000
4457,3900000
7515,5500000
2699,8305000
3959,30000000
7361,8000000
1147,4679000
7652,4700000
6570,16000000
9838,10500000
7894,4500000
1937,5693000
3678,9849000
2695,4600000
3882,7200000
6544,3292000
766,5900000
5546,2003000
3235,6500000
8318,9100000
2850,5400000
780,3577000
3320,3908000
2873,11900000
1402,9400000
7724,7440000
5385,7700000
4350,7830000
4792,6200000
5388,17000000
3771,6000000
2310,7880000
2258,3200000
3794,24600000
6490,32500000
8157,7220000
8445,6055000
6029,9700000
1319,4600000
5008,22000000
9165,5700000
4810,7500000
8499,7000000
5978,14500000
5199,4600000
1741,8500000
8243,4500000
8823,10600000
9020,10000000
9236,8500000
